date,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,is_holiday,store_id,store_name,category_id,product_category,product_subcategory,base_price,discount_percentage,is_promotion,price,stock_level,competitor_price,temperature,precipitation,gdp_growth,unemployment_rate,consumer_confidence,marketing_spend,website_visits,social_media_engagement,customer_footfall,sales
2022-03-03,2022,3,3,3,62,9,1,0,0,1,Store_A,4,Food,Packaged,20.39,0,0,20.39,59,20.19,74.76,4.66,2.86,6.95,74.68,439.03,1279,552,298,116.28
2023-06-17,2023,6,17,5,168,24,2,1,0,5,Store_E,3,Home_Goods,Furniture,146.09,20,1,116.87,74,119.95,66.16,1.11,3.41,6.95,67.63,631.11,1394,583,473,98.72
2014-05-18,2014,5,18,6,138,20,2,1,0,1,Store_A,4,Food,Snacks,20.74,0,0,20.74,71,23.42,70.85,1.83,2.77,6.9,67.43,463.56,1506,560,463,125.58
2014-11-15,2014,11,15,5,319,46,4,1,0,4,Store_D,4,Food,Fresh,20.04,0,0,20.04,157,21.86,49.85,0.04,2.37,6.72,56.21,587.42,1323,447,493,95.32
2023-06-02,2023,6,2,4,153,22,2,0,0,2,Store_B,1,Electronics,Laptops,480.32,0,0,480.32,288,464.8,60.54,18.81,2.85,6.93,67.58,490.29,1370,444,239,70.75
2017-01-18,2017,1,18,2,18,3,1,0,0,4,Store_D,5,Sports,Footwear,87.91,0,0,87.91,453,93.08,59.72,1.38,2.18,6.37,69.68,552.48,1400,507,315,75.33
2019-04-22,2019,4,22,0,112,17,2,0,0,1,Store_A,2,Clothing,Kids,51.34,0,0,51.34,293,45.82,75.74,7.92,2.09,6.07,78.91,471.04,1549,547,324,89.41
2020-11-19,2020,11,19,3,324,47,4,0,0,1,Store_A,5,Sports,Apparel,76.29,0,0,76.29,136,80.89,47.38,8.62,2.4,6.65,58.74,579.46,918,537,307,42.55
2020-04-28,2020,4,28,1,119,18,2,0,0,1,Store_A,2,Clothing,Women,54.33,0,0,54.33,420,50.61,70.14,5.8,2.58,6.36,73.12,552.91,1579,513,317,91.12
2010-06-16,2010,6,16,2,167,24,2,0,0,3,Store_C,1,Electronics,Laptops,489.9,0,0,489.9,155,525.09,68.5,3.45,2.16,5.83,71.15,578.01,1367,514,159,41.67
2014-10-18,2014,10,18,5,291,42,4,1,0,5,Store_E,1,Electronics,Tablets,476.8,0,0,476.8,461,529.8,40.4,3.8,3.01,7.29,58.91,412.65,1057,429,395,43.1
2014-01-19,2014,1,19,6,19,3,1,1,0,1,Store_A,3,Home_Goods,Furniture,151.57,0,0,151.57,279,161.12,61.67,7.35,3.03,7.06,66.7,505.42,1498,470,502,55.37
2012-10-21,2012,10,21,6,295,42,4,1,0,2,Store_B,2,Clothing,Men,51.35,20,1,41.08,141,44.18,39.48,4.3,2.83,6.67,51.95,782.42,1234,561,365,78.97
2014-11-24,2014,11,24,0,328,48,4,0,1,3,Store_C,2,Clothing,Accessories,47.6,20,1,38.08,224,32.76,46.33,6.12,2.5,6.89,59.36,839.07,1391,612,484,80.47
2016-03-14,2016,3,14,0,74,11,1,0,0,2,Store_B,4,Food,Fresh,18.24,0,0,18.24,393,20.65,76.8,2.09,2.18,6.65,74.64,576.61,1634,531,325,129.88
2016-10-09,2016,10,9,6,283,40,4,1,0,5,Store_E,1,Electronics,Accessories,503.87,0,0,503.87,369,441.09,42.16,9.27,1.97,6.43,51.12,523.88,1117,560,454,34.95
2014-12-28,2014,12,28,6,362,52,4,1,0,5,Store_E,3,Home_Goods,Kitchen,148.46,0,0,148.46,323,158.65,49.71,5.5,3.0,6.88,62.02,590.89,1240,478,418,54.21
2013-05-05,2013,5,5,6,125,18,2,1,0,2,Store_B,2,Clothing,Women,48.11,0,0,48.11,392,42.88,70.67,3.11,2.94,7.0,70.83,405.51,1245,510,416,87.17
2014-07-25,2014,7,25,4,206,30,3,0,0,5,Store_E,1,Electronics,Laptops,548.56,0,0,548.56,300,609.12,54.37,11.64,2.96,7.11,60.28,480.53,1054,594,371,18.68
2018-02-08,2018,2,8,3,39,6,1,0,0,5,Store_E,4,Food,Packaged,20.49,20,1,16.39,353,18.82,69.02,1.63,2.16,6.17,71.65,805.3,1530,671,336,130.55
2010-06-02,2010,6,2,2,153,22,2,0,0,4,Store_D,5,Sports,Equipment,73.9,0,0,73.9,297,84.76,69.69,3.59,2.68,6.45,68.94,418.14,1135,478,362,31.53
2016-12-09,2016,12,9,4,344,49,4,0,0,1,Store_A,4,Food,Fresh,19.11,0,0,19.11,323,17.49,52.13,11.15,1.75,6.38,58.8,570.6,1242,495,279,78.17
2022-11-02,2022,11,2,2,306,44,4,0,0,5,Store_E,3,Home_Goods,Decor,139.67,0,0,139.67,306,154.85,42.68,5.42,2.99,7.02,60.02,587.1,1233,540,211,32.12
2015-06-02,2015,6,2,1,153,23,2,0,0,3,Store_C,1,Electronics,Phones,526.76,0,0,526.76,304,491.69,67.11,1.03,2.29,6.76,67.51,479.5,1332,541,246,51.06
2014-01-09,2014,1,9,3,9,2,1,0,0,1,Store_A,5,Sports,Equipment,80.08,0,0,80.08,365,71.52,60.93,1.22,2.77,6.96,64.46,568.61,1425,479,306,69.33
2017-09-08,2017,9,8,4,251,36,3,0,0,3,Store_C,1,Electronics,Tablets,475.42,0,0,475.42,403,417.58,43.65,14.79,1.96,6.26,58.96,475.28,899,388,343,23.78
2016-11-17,2016,11,17,3,322,46,4,0,0,3,Store_C,3,Home_Goods,Furniture,157.27,0,0,157.27,432,151.89,43.06,2.53,2.3,6.76,56.75,533.08,1231,518,201,39.59
2018-01-22,2018,1,22,0,22,4,1,0,0,3,Store_C,2,Clothing,Accessories,51.53,0,0,51.53,197,57.44,63.04,12.5,2.54,6.03,67.48,403.65,1258,428,327,77.07
2018-02-28,2018,2,28,2,59,9,1,0,0,3,Store_C,5,Sports,Apparel,75.51,0,0,75.51,390,84.54,81.68,13.33,2.09,6.37,75.16,522.71,1406,437,348,82.75
2023-03-16,2023,3,16,3,75,11,1,0,0,3,Store_C,2,Clothing,Accessories,52.5,0,0,52.5,149,46.26,74.79,1.52,2.89,6.74,76.63,527.59,1513,432,277,95.18
2018-04-06,2018,4,6,4,96,14,2,0,0,2,Store_B,3,Home_Goods,Decor,150.89,0,0,150.89,195,145.68,77.21,10.71,2.01,5.84,77.66,451.35,1417,482,333,46.87
2014-04-16,2014,4,16,2,106,16,2,0,0,1,Store_A,2,Clothing,Women,45.49,0,0,45.49,109,41.13,78.9,2.31,2.44,7.13,74.94,552.18,1392,586,317,59.27
2010-02-01,2010,2,1,0,32,5,1,0,0,4,Store_D,2,Clothing,Kids,51.98,0,0,51.98,187,58.63,61.95,3.07,2.48,6.0,71.44,465.75,1207,533,318,52.81
2012-07-26,2012,7,26,3,208,30,3,0,0,2,Store_B,2,Clothing,Men,54.47,0,0,54.47,494,51.16,51.65,2.23,3.65,6.33,65.14,592.26,1194,493,335,55.25
2013-04-30,2013,4,30,1,120,18,2,0,0,3,Store_C,5,Sports,Equipment,77.24,0,0,77.24,265,85.52,76.69,2.55,3.14,6.74,74.99,462.8,1395,449,228,60.64
2015-04-22,2015,4,22,2,112,17,2,0,0,3,Store_C,4,Food,Packaged,20.41,0,0,20.41,409,21.16,69.64,3.22,2.35,6.93,71.14,443.76,1598,440,309,120.58
2013-02-03,2013,2,3,6,34,5,1,1,0,1,Store_A,3,Home_Goods,Furniture,141.54,0,0,141.54,448,146.62,72.07,2.85,3.29,6.78,69.9,595.06,1332,580,493,70.52
2010-11-06,2010,11,6,5,310,44,4,1,0,3,Store_C,5,Sports,Accessories,85.44,0,0,85.44,117,96.3,41.33,5.33,2.82,6.39,58.13,536.53,967,538,447,29.32
2023-06-03,2023,6,3,5,154,22,2,1,0,4,Store_D,5,Sports,Footwear,80.74,0,0,80.74,102,83.72,68.2,4.84,2.98,7.21,69.75,558.6,1497,546,471,81.81
2015-12-09,2015,12,9,2,343,50,4,0,0,3,Store_C,4,Food,Packaged,21.64,10,1,19.48,234,16.58,65.33,1.54,2.51,6.72,58.72,787.09,1364,563,207,91.3
2018-07-11,2018,7,11,2,192,28,3,0,0,2,Store_B,3,Home_Goods,Bedding,158.05,0,0,158.05,116,166.18,62.31,2.48,2.64,6.04,61.39,483.96,1060,480,339,34.48
2011-05-11,2011,5,11,2,131,19,2,0,0,2,Store_B,1,Electronics,Laptops,549.18,0,0,549.18,474,623.96,77.68,0.49,2.91,6.29,78.21,589.13,1660,439,337,53.05
2010-07-25,2010,7,25,6,206,29,3,1,0,4,Store_D,3,Home_Goods,Decor,160.9,0,0,160.9,472,145.1,43.41,13.93,2.67,5.62,58.48,410.07,1139,484,373,34.3
2017-04-27,2017,4,27,3,117,17,2,0,0,5,Store_E,4,Food,Snacks,20.55,0,0,20.55,233,20.64,75.96,4.09,2.06,6.28,73.42,577.13,1595,532,255,116.03
2019-03-12,2019,3,12,1,71,11,1,0,0,1,Store_A,3,Home_Goods,Bedding,137.3,0,0,137.3,464,157.2,69.28,1.66,2.08,5.89,69.43,414.32,1335,524,304,60.57
2020-06-27,2020,6,27,5,179,26,2,1,0,4,Store_D,5,Sports,Equipment,83.89,0,0,83.89,374,92.82,58.95,17.72,2.29,6.41,63.76,467.16,1186,550,425,75.86
2010-11-02,2010,11,2,1,306,44,4,0,0,5,Store_E,5,Sports,Apparel,75.29,0,0,75.29,332,79.67,48.28,4.83,2.26,6.0,54.05,468.66,1162,417,354,21.16
2020-05-21,2020,5,21,3,142,21,2,0,0,3,Store_C,4,Food,Packaged,18.15,0,0,18.15,306,20.14,68.21,5.28,2.33,6.28,71.18,583.23,1279,457,257,128.28
2016-01-11,2016,1,11,0,11,2,1,0,0,5,Store_E,5,Sports,Footwear,72.16,0,0,72.16,175,65.97,59.2,4.83,2.23,6.51,67.32,442.91,1250,356,250,62.39
2012-11-27,2012,11,27,1,332,48,4,0,1,3,Store_C,1,Electronics,Laptops,507.84,5,1,482.45,485,540.14,56.74,0.92,2.89,6.52,55.97,778.9,1416,636,544,62.13
2012-04-23,2012,4,23,0,114,17,2,0,0,2,Store_B,3,Home_Goods,Bedding,147.56,10,1,132.8,428,150.25,80.65,3.61,3.37,6.52,73.44,651.49,1530,623,250,68.12
2020-08-08,2020,8,8,5,221,32,3,1,0,5,Store_E,2,Clothing,Women,54.33,0,0,54.33,231,53.36,43.74,5.05,1.92,6.59,56.03,563.63,1108,416,390,76.87
2016-03-01,2016,3,1,1,61,9,1,0,0,1,Store_A,4,Food,Fresh,18.44,0,0,18.44,241,20.76,67.26,2.42,1.7,6.58,72.51,534.62,1333,607,365,104.4
2010-07-31,2010,7,31,5,212,30,3,1,0,5,Store_E,2,Clothing,Women,47.5,0,0,47.5,278,53.22,51.96,4.1,2.42,6.11,62.63,539.34,1060,463,472,54.2
2020-12-11,2020,12,11,4,346,50,4,0,0,5,Store_E,4,Food,Packaged,19.53,0,0,19.53,131,19.35,43.31,20.76,2.6,6.32,64.29,447.31,1104,566,216,81.85
2011-11-11,2011,11,11,4,315,45,4,0,0,4,Store_D,3,Home_Goods,Furniture,135.24,0,0,135.24,357,131.23,48.06,2.86,2.91,6.3,57.6,421.5,1049,505,224,19.95
2011-07-20,2011,7,20,2,201,29,3,0,0,3,Store_C,2,Clothing,Women,50.72,0,0,50.72,233,53.5,52.79,12.06,2.36,6.14,55.69,591.71,1322,542,273,39.15
2019-01-04,2019,1,4,4,4,1,1,0,0,2,Store_B,5,Sports,Accessories,75.31,0,0,75.31,94,85.52,64.27,10.2,1.77,5.69,66.48,530.16,1243,482,268,62.11
2021-12-03,2021,12,3,4,337,48,4,0,0,3,Store_C,3,Home_Goods,Decor,142.55,0,0,142.55,157,158.75,54.65,0.67,2.55,7.25,57.9,473.26,1217,467,295,51.98
2011-11-12,2011,11,12,5,316,45,4,1,0,1,Store_A,5,Sports,Accessories,77.39,0,0,77.39,247,69.28,42.87,2.9,2.7,6.08,58.99,474.75,1124,552,410,44.29
2010-06-30,2010,6,30,2,181,26,2,0,0,3,Store_C,5,Sports,Accessories,84.39,0,0,84.39,294,87.74,60.05,6.3,2.13,5.83,63.3,462.77,1160,465,342,38.36
2021-09-19,2021,9,19,6,262,37,3,1,0,2,Store_B,4,Food,Fresh,19.24,0,0,19.24,428,21.53,40.39,3.33,2.3,6.84,57.53,507.25,1044,444,391,98.06
2016-10-31,2016,10,31,0,305,44,4,0,0,2,Store_B,3,Home_Goods,Bedding,158.8,0,0,158.8,469,137.53,43.54,1.03,2.09,6.26,51.83,465.46,1128,496,349,33.66
2016-05-05,2016,5,5,3,126,18,2,0,0,2,Store_B,2,Clothing,Men,50.31,0,0,50.31,305,49.24,71.51,3.14,2.12,6.39,74.59,576.08,1609,521,354,83.21
2021-09-13,2021,9,13,0,256,37,3,0,0,4,Store_D,1,Electronics,Phones,451.61,0,0,451.61,278,467.62,43.09,1.42,2.62,6.82,53.67,453.76,1023,500,269,55.68
2010-10-06,2010,10,6,2,279,40,4,0,0,5,Store_E,3,Home_Goods,Decor,156.58,0,0,156.58,415,147.64,43.9,1.79,2.84,6.11,52.93,494.83,1104,433,295,14.82
2020-02-01,2020,2,1,5,32,5,1,1,0,2,Store_B,1,Electronics,Phones,501.98,0,0,501.98,364,574.81,75.92,1.99,2.36,6.48,70.0,420.88,1375,553,527,74.17
2023-01-15,2023,1,15,6,15,2,1,1,0,2,Store_B,5,Sports,Equipment,84.58,10,1,76.12,99,70.51,65.73,0.59,3.51,6.85,65.36,705.22,1239,608,465,86.98
2011-03-09,2011,3,9,2,68,10,1,0,0,4,Store_D,5,Sports,Apparel,79.97,0,0,79.97,197,82.1,86.62,1.2,2.7,5.83,78.47,558.78,1390,543,307,65.16
2010-10-17,2010,10,17,6,290,41,4,1,0,5,Store_E,4,Food,Packaged,18.52,15,1,15.74,334,14.45,50.12,3.62,2.63,6.26,53.56,651.14,977,541,521,91.78
2012-10-24,2012,10,24,2,298,43,4,0,0,5,Store_E,3,Home_Goods,Bedding,162.69,0,0,162.69,143,172.4,51.85,9.03,3.07,6.59,52.29,410.42,1052,465,307,10.51
2011-06-20,2011,6,20,0,171,25,2,0,0,1,Store_A,5,Sports,Equipment,80.51,5,1,76.49,160,80.77,60.36,4.19,3.11,6.12,68.49,836.08,1385,610,326,58.21
2019-12-11,2019,12,11,2,345,50,4,0,0,4,Store_D,3,Home_Goods,Bedding,151.15,0,0,151.15,328,147.4,58.6,5.77,2.35,5.88,62.55,596.82,1242,476,392,35.38
2010-07-08,2010,7,8,3,189,27,3,0,0,3,Store_C,4,Food,Snacks,18.27,0,0,18.27,258,18.85,52.11,9.94,2.69,5.97,64.52,547.49,1340,468,312,89.33
2015-12-15,2015,12,15,1,349,51,4,0,0,1,Store_A,5,Sports,Apparel,80.15,0,0,80.15,283,91.53,55.56,16.04,2.26,6.58,60.2,591.1,1298,555,220,55.87
2020-09-20,2020,9,20,6,264,38,3,1,0,1,Store_A,4,Food,Packaged,19.38,0,0,19.38,81,22.12,39.85,0.35,2.68,6.54,56.11,586.85,894,480,368,86.31
2015-02-06,2015,2,6,4,37,6,1,0,0,5,Store_E,5,Sports,Accessories,83.91,0,0,83.91,163,90.92,69.41,1.34,2.42,6.79,70.65,428.34,1214,444,322,58.65
2010-09-28,2010,9,28,1,271,39,3,0,0,3,Store_C,4,Food,Beverages,21.41,5,1,20.34,118,18.39,33.98,6.13,2.42,6.44,56.72,658.95,1192,506,320,77.52
2014-09-25,2014,9,25,3,268,39,3,0,0,5,Store_E,3,Home_Goods,Decor,156.42,0,0,156.42,442,146.83,44.74,1.11,2.73,7.11,53.76,580.65,1068,480,303,38.5
2021-02-27,2021,2,27,5,58,8,1,1,0,2,Store_B,4,Food,Packaged,21.54,0,0,21.54,239,23.48,83.48,6.05,3.58,6.97,76.29,490.14,1502,476,524,129.58
2015-11-28,2015,11,28,5,332,48,4,1,1,3,Store_C,5,Sports,Footwear,87.43,10,1,78.69,439,83.01,41.1,0.71,2.28,7.17,62.48,809.39,1242,554,671,84.72
2020-10-06,2020,10,6,1,280,41,4,0,0,5,Store_E,2,Clothing,Men,45.63,5,1,43.35,188,47.79,37.65,7.77,2.16,6.68,57.37,647.84,1313,580,368,45.72
2010-04-22,2010,4,22,3,112,16,2,0,0,1,Store_A,5,Sports,Accessories,80.72,0,0,80.72,421,81.19,80.35,10.58,2.42,5.93,75.9,490.25,1520,496,290,81.86
2016-07-12,2016,7,12,1,194,28,3,0,0,2,Store_B,1,Electronics,Phones,496.05,0,0,496.05,489,440.11,60.1,0.45,2.28,6.52,56.66,537.2,1268,516,259,48.13
2010-08-09,2010,8,9,0,221,32,3,0,0,4,Store_D,2,Clothing,Accessories,48.24,0,0,48.24,423,44.17,53.06,0.23,2.6,5.83,62.6,495.71,1103,526,284,47.84
2011-09-20,2011,9,20,1,263,38,3,0,0,1,Store_A,3,Home_Goods,Decor,143.09,5,1,135.93,469,143.21,35.41,2.4,2.54,6.27,55.17,828.63,1154,594,291,17.25
2013-03-27,2013,3,27,2,86,13,1,0,0,1,Store_A,3,Home_Goods,Furniture,147.99,0,0,147.99,454,150.9,78.48,16.1,3.39,7.04,72.36,483.81,1582,496,271,52.01
2019-04-05,2019,4,5,4,95,14,2,0,0,5,Store_E,4,Food,Snacks,20.74,0,0,20.74,97,20.78,83.1,1.58,2.04,6.02,75.17,591.12,1348,551,342,99.88
2016-08-19,2016,8,19,4,232,33,3,0,0,4,Store_D,2,Clothing,Women,47.02,0,0,47.02,240,46.33,45.08,3.97,2.07,6.46,59.53,514.12,1172,572,284,50.64
2012-03-01,2012,3,1,3,61,9,1,0,0,1,Store_A,1,Electronics,Phones,515.59,0,0,515.59,181,455.79,69.99,4.0,2.29,6.35,71.79,505.36,1188,573,304,62.24
2021-09-15,2021,9,15,2,258,37,3,0,0,3,Store_C,2,Clothing,Men,49.85,0,0,49.85,222,46.61,36.58,7.12,2.94,6.7,56.77,532.13,1002,484,362,64.4
2011-04-07,2011,4,7,3,97,14,2,0,0,1,Store_A,4,Food,Beverages,19.07,0,0,19.07,198,17.75,85.84,1.74,2.41,6.04,73.63,462.54,1394,515,333,104.08
2022-01-20,2022,1,20,3,20,3,1,0,0,5,Store_E,4,Food,Beverages,19.32,0,0,19.32,282,17.5,61.2,7.15,3.23,7.5,66.7,520.2,1367,452,225,118.71
2011-07-06,2011,7,6,2,187,27,3,0,0,1,Store_A,2,Clothing,Women,54.06,0,0,54.06,343,54.1,61.04,1.72,2.54,5.96,61.85,575.02,1305,546,401,55.02
2018-07-27,2018,7,27,4,208,30,3,0,0,2,Store_B,5,Sports,Footwear,74.58,0,0,74.58,386,67.34,53.68,11.2,1.95,6.25,63.67,524.25,1113,559,398,54.9
2013-12-15,2013,12,15,6,349,50,4,1,0,5,Store_E,1,Electronics,Phones,463.09,0,0,463.09,405,497.45,51.95,2.82,2.77,7.03,57.0,467.57,1280,485,460,56.62
2010-07-18,2010,7,18,6,199,28,3,1,0,1,Store_A,5,Sports,Apparel,86.64,0,0,86.64,204,78.15,60.5,2.49,2.35,5.89,63.27,554.55,1296,444,487,45.27
2017-02-02,2017,2,2,3,33,5,1,0,0,5,Store_E,1,Electronics,Tablets,454.61,0,0,454.61,440,506.55,68.06,1.12,2.2,5.87,69.82,437.49,1132,566,273,56.39
2011-02-07,2011,2,7,0,38,6,1,0,0,1,Store_A,1,Electronics,Phones,535.39,10,1,481.85,126,474.15,67.7,2.89,2.68,5.63,70.79,803.6,1574,595,362,63.03
2020-11-03,2020,11,3,1,308,45,4,0,0,3,Store_C,4,Food,Packaged,21.31,0,0,21.31,412,18.77,44.69,2.83,2.62,6.28,53.73,551.91,1225,468,307,91.58
2021-06-21,2021,6,21,0,172,25,2,0,0,1,Store_A,1,Electronics,Accessories,516.39,0,0,516.39,342,440.89,61.69,0.68,3.36,6.96,64.76,589.06,1297,442,341,48.09
2023-01-16,2023,1,16,0,16,3,1,0,0,1,Store_A,5,Sports,Apparel,77.39,20,1,61.91,139,55.28,61.36,4.05,2.58,6.66,64.18,764.43,1571,588,259,90.09
2015-09-27,2015,9,27,6,270,39,3,1,0,2,Store_B,4,Food,Beverages,21.02,0,0,21.02,104,21.92,51.08,4.61,2.42,7.17,49.07,540.65,1021,542,451,82.93
2017-12-10,2017,12,10,6,344,49,4,1,0,2,Store_B,1,Electronics,Tablets,538.75,0,0,538.75,203,618.84,60.53,5.2,2.4,6.13,61.83,411.83,1250,399,499,41.77
2022-03-21,2022,3,21,0,80,12,1,0,0,3,Store_C,4,Food,Fresh,20.41,0,0,20.41,293,22.13,74.27,2.35,2.34,6.98,72.29,533.09,1483,516,224,122.71
2011-10-13,2011,10,13,3,286,41,4,0,0,5,Store_E,1,Electronics,Tablets,537.3,0,0,537.3,272,513.16,39.59,5.81,2.5,6.3,53.83,487.52,1107,515,264,10.79
2011-12-10,2011,12,10,5,344,49,4,1,0,4,Store_D,1,Electronics,Phones,536.8,0,0,536.8,54,593.02,50.82,0.38,3.11,6.49,67.43,570.0,1214,508,396,33.16
2014-01-20,2014,1,20,0,20,4,1,0,0,2,Store_B,5,Sports,Accessories,80.3,0,0,80.3,396,77.92,64.69,4.83,2.8,7.44,68.46,513.96,1343,379,321,73.09
2022-02-01,2022,2,1,1,32,5,1,0,0,1,Store_A,1,Electronics,Phones,453.24,0,0,453.24,333,441.88,72.32,15.82,3.51,6.98,69.27,541.45,1375,444,307,73.93
2018-05-24,2018,5,24,3,144,21,2,0,0,3,Store_C,2,Clothing,Women,47.92,0,0,47.92,96,46.88,81.17,5.25,2.07,5.94,72.19,532.25,1382,445,276,76.21
2016-07-23,2016,7,23,5,205,29,3,1,0,4,Store_D,3,Home_Goods,Bedding,143.38,0,0,143.38,447,148.34,53.4,1.23,2.23,6.48,56.55,401.49,953,556,425,45.05
2014-11-05,2014,11,5,2,309,45,4,0,0,1,Store_A,5,Sports,Equipment,79.99,0,0,79.99,197,85.12,43.22,8.52,2.63,7.26,57.81,550.48,1093,502,345,38.76
2010-11-11,2010,11,11,3,315,45,4,0,0,3,Store_C,1,Electronics,Laptops,513.73,5,1,488.04,104,458.74,45.32,9.79,2.4,5.77,52.6,867.31,1341,643,316,27.58
